hsn_code,hsn_code_4_digits,details,gst_rate
9013.00.00,9013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included else where in this chapter",28
9013.10.00,9013,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or
apparatus of this",28
9013.10.10,2598,Telescopic sights for fitting to arms,28
9013.10.20,2598,Periscopes,28
9013.20.00,9013,"Lasers, other than laser diodes",28
9013.80.00,9013,"Other devices, appliances and instruments",28
9013.80.10,9013,"Liquid crystal devices , flat panel display devices",28
9013.90.00,9013,Parts and accessories(liquid crystal devices; lasers; other optical appliances),28
9014.00.00,9014,Direction finding compasses; other navigational instruments and appliances,28
9014.10.00,9014,Direction finding compasses:,28
9014.20.00,9014,Instruments and appliances for aeronautical or space navigation (other than compasses):,28
9014.80.00,9014,Other navigational instruments and appliances:,28
9014.80.10,9014,Echosounding instruments,28
9014.80.10,9014,Sextants,28
9014.90.00,9014,Parts and accessories(direction finding compasses; other navigational instruments),28
9015.00.00,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding
compasses; rangefinders",28
9015.10.00,9015,Rangefinders,28
9015.20.00,9015,Theodolites and tachyometers,28
9015.30.00,9015,Levels,28
9015.40.00,9015,Photogrammetrical surveying instruments and appliances,28
9015.80.00,9015,"Other instruments and appliances : surveying, hydrographic, oceanographic or hydrological
instruments",28
9015.80.10,9015,Hydrographic instruments,28
9015.80.20,9015,Meteorological instruments,28
9015.80.30,9015,Geophysical instruments,28
9015.80.90,9015,Oceanographic instruments,28
9015.80.90,9015,Surveying instruments,28
9015.90.00,9015,"Parts and accessories : surveying,
hydrographic, oceanographic or hydrological instruments",28
9016.00.00,9016,"Balances of a sensitivity of 5 cg or better, with or without weights.",28
9016.00.20,9016,Spring balances,28
9017.00.00,9017,"Instruments for measuring length, for use in the hand (for example, measuring rods and tapes, micrometers, callipers), not specified or included elsewhere in the chapter.",28
9017.10.00,9017,"Drafting tables and machines, whether or not automatic",28
9017.20.00,9017,"Drawing instruments, other marking-out instruments:",12
9017.20.10,9017,Drawing and marking out instruments,28
9017.20.20,9017,Mathematical calculating instruments and pantographs,12
9017.20.30,9017,Pantagraph,28
9017.30.00,9017,Digital calipers 7 gauges,28
9017.30.00,9017,"Micrometers, calipers and gauges",28
9017.30.10,9017,Micrometers and calipers,28
9017.30.21,9017,Plug guage,28
9017.30.22,9017,Ring guage,28
9017.30.23,9017,Slip guage,28
9017.30.29,9017,Slip guage: Other,28
9017.80.00,9017,"Other instruments for measuring length, for use in the hand",28
9017.80.10,9017,Measuring rods and tapes and divided scales,28
9017.80.10,9017,Measuring tapes,28
9017.80.90,9017,Counter scales,28
9017.80.90,9017,Distance measuring wheel,28
9017.90.00,9017,"Parts and accessories: (drawing, marking-out or mathematical calculating instruments)",28
9018.00.00,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scientigraphic apparatus, other electromedical apparatus and sight-testing
instruments",12
9018.11.00,9018,"Electrocardiographs, and parts and accessories thereof:",12
9018.12.00,9018,Ultrasonic scanning appartus,12
9018.12.10,2600,Linear ultra-sound scanner,12
9018.13.00,9018,Magnetic resonance imaging appartus,12
9018.14.00,9018,Scientigraphic appartus,12
9018.19.00,9018,Other electro-diagnostic apparatus,12
9018.19.10,9018,Electro encephalograph,12
9018.19.20,9018,Echocardiograph,12
9018.20.00,9018,"Ultraviolet or infrared ray apparatus, and parts and accessories thereof",12
9018.31.00,9018,"Syringes, with or without needles; parts and accessories thereof",12
9018.32.00,9018,Tubular metal needles and needles for sututes,12
9018.32.20,9018,Pen needles,12
9018.39.10,9018,"Catheters (For urine, stool)",12
9018.39.20,9018,Cardiac catherters,12
9018.39.30,9018,Cannulae,12
9018.39.90,9018,Connecta,12
9018.41.00,9018,"Dental drill engines, whether or not combined on a single base with other dental equipment, and parts and accessories thereof",12
9018.49.00,9018,"Other instruments and appliances, used in dental scie",12
9018.50.00,9018,"Other ophthalmic instruments and appliances and, parts and accessories thereof",12
9018.50.10,9018,Ophthalmoscope,12
9018.50.20,9018,Tonometers,12
9018.50.30,9018,Ophthalmic lasers,12
9018.90.00,9018,"Other medical, surgical or veterinary instruments and appliances, and parts and
accessories thereof:",12
9018.90.10,9018,Diagonistic instruments and apparatus,12
9018.90.11,9018,Instruments and apparatus for measuring bllod pressure,12
9018.90.12,9018,Stethoscopes,12
9018.90.20,9018,Surgical tools,12
9018.90.21,9018,"Bone saws, drillis, trephines and burns",12
9018.90.22,9018,"Knives, scissors and blades",12
9018.90.23,9018,"Forceps, forcep clamps, clips, needle holders, introducers, cephalotribe bone holding and
other holding instruments",12
9018.90.24,9018,"Chisel, guages, elevators, raspatones, osteotome, craniotome, bone cutters",12
9018.90.25,9018,"Retractors, spatulaprobes, hooks dilators, sounds, mallets",12
9018.90.30,9018,"Renal dialysis equipment, blood transfusion apparatus and haemofiltration instruments",12
9018.90.31,9018,"Renal dialysis equipment (artificial kidneys, kidney machines and dialysers)",12
9018.90.32,9018,Blood transfusion apparatus,12
9018.90.33,9018,Haemofiltration instruments,12
9018.90.40,9018,"Anaesthetic apparatus and instruments, ENT
precision instruments, acupuncture apparaus and endoscopes",12
9018.90.41,9018,Anaesthetic apparatus and instruments,12
9018.90.42,9018,ENT precision instruments,12
9018.90.43,9018,Acupuncture apparatus,12
9018.90.44,9018,Endoscopes,12
9018.90.90,9018,Epidural kit,12
9018.90.91,9018,Hilerial or venous shunts,12
9018.90.92,9018,Baby incubators,12
9018.90.93,9018,Heart-lung machines,12
9018.90.94,9018,Difilerillators,12
9018.90.95,9018,Fibrescopes,12
9018.90.96,9018,Laproscopes,12
9018.90.97,9018,Vetrasonic lithotripsy instruments,12
9018.90.98,9018,Apparatus for nerve stimulation,12
9018.90.99,9018,Vaccu needles,12
9018.90.99,9018,Microtainers,12
9018.90.99,9018,Vaccutainers,12
9019.00.00,9019,"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",12
9019.10.00,9019,"Mechano-therapy appliances; massage
apparatus; psychological aptitude-testing apparatus; parts and accessories thereof:",12
9019.10.10,2600,Mechano therapy appliances,12
9019.10.20,2600,Massage apparatus,12
9019.20.00,9019,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respi-ration apparatus; parts and
accessories thereof",12
9020.00.00,9020,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters.",12
9021.00.00,9021,"Orthopaedic appliances, including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect ",12
9021.10.00,9021,Orthopedic & Fracture appliances,12
9021.10.00,9021,Orthopedic or fracture aplliances,12
9021.10.00,9021,Orthopedic or fracture appliances,12
9021.19.00,9021,Other orthopaedic or fracture appliances,12
9021.21.00,9021,Artificial teeth and dental fittings,12
9021.21.31,9021,Artificial Joints,12
9021.29.00,9021,Other (Artificial teeth),12
9021.30.00,9021,"Other artificial parts of the body, and parts and accessories thereof",12
9021.31.00,9021,Joint Replacements,12
9021.39.00,9021,Artificial parts of the body,12
9021.40.00,9021,"Artificial limbs, components & rehabilitation aids",12
9021.40.00,9021,Hearing aids,0
9021.40.00,9021,Parts accessories of hearing aids,12
9021.50.00,9021,"Pacemakers for stimulating heart muscles, excluding parts and accessories thereof",12
9021.90.00,9021,"Other appliances which are worn in the body, to compensate for a defect",12
9022.00.00,9022,"Apparatus based on the use of x-rays or of alpha, beta or gamma radiations,for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, x-ray tubes and other x-ray generators, high tension generators, control panels a",12
9022.00.00,9022,"Apparatus based on the use of x-rays or of alpha, beta or gamma radiations, other than medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, x-ray tubes and other x-ray generators, high tension generators, control ",28
9022.11.00,9022,"Apparatus based on the use of x-rays for medical, surgical, dental or veterinary uses",12
9022.14.10,9022,X-ray generators and apparatus (non-portable),12
9022.14.20,9022,Portable x-ray machine,12
9022.19.00,9022,Apparatus based on the use of x-rays for other uses,28
9022.21.00,9022,"Apparatus based on the use of alpha, beta or gamma radiations for medical, surgical, dental
or veterinary uses",12
9022.29.00,9022,"Apparatus based on the use of alpha, beta or gamma radiations for other uses",28
9022.30.00,9022,X-ray tubes,12
9023.00.00,9023,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other
uses.",28
9024.00.00,9024,"Machines and appliances for testing the hardness, strength,compressability, elasticity or other mechanical properties of materials (for example, metals, woods, textiles, paper,
plastic)",18
9024.10.00,9024,Machines and appliances for testing metals,18
9024.80.00,9024,Other machines and appliances for testing metals,18
9024.90.00,9024,Parts and accessories of machines & appliances for testing of materials,18
9025.00.00,9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments",18
9025.11.00,9025,"Thermometers and pyrometers, not combined
with other instruments: liquid-filled, for direct reading:",18
9025.11.10,2602,Thermometers,18
9025.19.00,9025,"Other: thermometers and pyrometers, not combined with other instruments",18
9025.19.10,9025,Digital thermometers,18
9025.19.20,9025,Pyrometers,18
9025.20.00,9025,"Barometers, not combined with other instruments",18
9025.80.00,9025,"Other instruments (hydrometers, pyrometers, hygrometers and psychrometers)",18
9025.80.10,9025,Hydrometers and similar floating instruments,18
9025.80.20,9025,Barometers,18
9025.80.30,9025,Lactometers,18
9025.90.00,9025,"Parts and accessories (hydrometers, pyrometers, hygrometers and psychrometers)",18
9026.00.00,9026,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 9014, 9015, 9028 or 9032",18
9026.10.00,9026,Instruments and apparatus for measuring or checking the flow or level of liquids:,18
9026.10.90,9026,Water meters,18
9026.20.00,9026,Instruments and apparatus for measuring or checking pressure,18
9026.80.00,9026,Other instruments or apparatus for measuring or checking of gases or liquids,18
9026.90.00,9026,"Parts and accessories (flow meters, level gauges, manometers, heat meters)",18
9027.00.00,9027,"Instruments and apparatus for physical or chemical analysis (for example, polarimeters, refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or",18
9027.10.00,9027,Gas or smoke analysis apparatus,18
9027.20.00,9027,Chromatographs and electrophoresis instruments,18
9027.30.00,9027,"Spectrometers, spectrophotometers and spectrographs using optical radiations
(ultraviolet, visible, infrared):",18
9027.40.00,9027,Exposure meters,18
9027.80.00,9027,"Other instruments and apparatus using optical radiations (ultraviolet, visible, infrared)",18
9027.80.10,9027,Viscometers,18
9027.80.20,9027,Calorimeters,18
9027.80.30,9027,Instruments and apparatus for measuring the surface or interfocial tension of liquids,18
9027.90.00,9027,"Microtomes; parts and accessories(polarimeters, spectrometers,
luxmeters)",18
9028.00.00,9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",18
9028.10.00,9028,Gas metersc,18
9028.20.00,9028,Liquid meters,18
9028.30.00,9028,Electricity meters,18
